Баллоны и газы {1};;;
 Щетка для УШМ чашечная 80мм Кратон ; 550,00р. ; 550,00р. ;0%
 Щетка для УШМ чашечная усиленная 100мм М14 КРАТОН ; 750,00р. ; 750,00р. ;0%
 Щетка для УШМ чашечная усиленная125мм М14 КРАТОН ; 1 000,00р. ; 1 000,00р. ;0%
 Чашки {2} ;;;
 Чашка алмазная шлифовальная пол бетону ЗУБР (Мастер) сегментная 2-х рядная,115мм ; 1 660,00р. ; 1 660,00р. ;0%
 Круг зачистной {2} ;;;
 Круг шлифовальный фибровый 125*15*22мм РЕМОКОЛОР ; 750,00р. ; 750,00р. ;0%
Проволока {1};;;
TOP WELD {2};;;
 Проволока омедненная ER70S-6 0,8мм (5кг) TW ; 1 220,00р. ; 1 220,00р. ;0%
 Проволока омедненная ER70S-6 1мм (5кг) TW ; 1 120,00р. ; 1 120,00р. ;0%
 Проволока омедненная ER70S-6 1,2мм (5кг) TW ; 1 230,00р. ; 1 230,00р. ;0%
 Проволока омедненная ER70S-6 1мм (15кг) TW ; 3 075,00р. ; 3 075,00р. ;0%
 Проволока омедненная ER70S-6 1,2мм (15кг) TW ; 2 700,00р. ; 2 700,00р. ;0%
 Проволока омедненная HPGS50-6 1,6мм (15кг) ; 2 610,00р. ; 2 610,00р. ;0%
ДЕКА;;;
 Проволока омедненная   ER 70S-6   d-0,8мм  5кг ; 1 200,00р. ; 1 200,00р. ;0%
 Проволока омедненная ER70S-6 0,8мм (1кг) Оберон ; 400,00р. ; 400,00р. ;0%
 DEKA {2} ;;;
 Проволока омедненная ER70S-6 1,0мм (15кг) DEKA ; 2 175,00р. ; 2 175,00р. ;0%
 Проволока омедненная ER70S-6 1,0мм (5кг) DEKA ; 1 000,00р. ; 1 000,00р. ;0%
 Проволока омедненная ER70S-6 1,2мм (15кг) DEKA ; 2 550,00р. ; 2 550,00р. ;0%
 Проволока полированная СВ-08Г2С 0,8мм (15 кг) DEKA ; 2 310,00р. ; 2 310,00р. ;0%
 Проволока нержавеющая ER308 0,8мм (5кг) DEKA ; 4 400,00р. ; 4 400,00р. ;0%
ЭСАБ {2};;;
 Проволока СВ-08Г2С 1,2мм (18кг) ESAB ; 4 680,00р. ; 4 680,00р. ;0%
АЭМЗ {2};;;
 Проволока СD-08Г2С-О 1,2 мм (15кг D200) АЭМЗ ; 2 850,00р. ; 2 850,00р. ;0%
Порошковая проволока {2};;;
 Проволока порошковая E71T-GS 0,8мм (1кг D100) ; 600,00р. ; 600,00р. ;0%
 Проволока порошковая E71T-GS 0,8мм (5кг D200) ; 2 750,00р. ; 2 750,00р. ;0%
проволока для сварки алюминия {2};;;
 Проволока MIG 4043 d-08.mm(2кг,кат) ; 1 900,00р. ; 1 900,00р. ;0%
 Проволока mid 5356 d.0.8 мм (2 кг кат.) ; 1 950,00р. ; 1 950,00р. ;0%
Прутки {1};;;
 Пруток TIG 308LSi 2,0мм ; 40,00р. ; 40,00р. ;0%
 Пруток TIG 308LSi 2,4мм ; 35,00р. ; 35,00р. ;0%
 Пруток TIG 4043 (ALSi5) 2,0мм ; 15,00р. ; 15,00р. ;0%
 Пруток TIG-5356 AlMg5 2,0мм ; 8,00р. ; 8,00р. ;0%
 Пруток TIG-5356 AlMg5 2,4мм ; 10,00р. ; 10,00р. ;0%
 Пруток TIG ER70S-6 2,0мм ; 15,00р. ; 15,00р. ;0%
 Пруток TIG ER70S-6 3,2мм ; 20,00р. ; 20,00р. ;0%
Средства индивидуальной защиты {1};;;
Перчатки {2};;;
 Перчатки  10 класс (6 нитей)  графит с ПВХ ; 30,00р. ; 30,00р. ;0%
 Перчатки 7,5кл (7) с ПВХ ; 35,00р. ; 35,00р. ;0%
 Перчатки 10 класс (6 нитей)  с ПВХ Люкс (С) белые ; 35,00р. ; 35,00р. ;0%
 Перчатки х/б с двойным латексным покрытием ; 40,00р. ; 40,00р. ;0%
 Перчатки нитриловые синие ; 150,00р. ; 150,00р. ;0%
 Перчатки комбинированные спилковые с 2-м наладонником (ДОКА) ; 250,00р. ; 250,00р. ;0%
 Перчатки комбин.спилковые красно-желтые ; 250,00р. ; 250,00р. ;0%
 Перчатки желтые тип Сиберия PE 2202 ; 350,00р. ; 350,00р. ;0%
 Перчатки желтые тип Сиберия PE 2202 утепленные ; 410,00р. ; 410,00р. ;0%
Краги {2};;;
 Краги спилковые синие усил. пал. ; 650,00р. ; 650,00р. ;0%
 Краги спилковые черные кевлар (ДОКА) ; 500,00р. ; 500,00р. ;0%
 Краги спилковые пятипалые утепленные ; 550,00р. ; 550,00р. ;0%
 Краги спилковые красные (ДОКА) ; 650,00р. ; 650,00р. ;0%
 Краги желтые с подкладкой 35см (1477) ; 500,00р. ; 500,00р. ;0%
 Краги особо прочные с подкладкой 41см (1604) ; 650,00р. ; 650,00р. ;0%
 Краги кожанные ПРОФ Foxweld ; 960,00р. ; 960,00р. ;0%
Рукавицы {2};;;
 Рукавицы брезентовые ОП оверлог 480 г/м ; 80,00р. ; 80,00р. ;0%
 Рукавицы х/б с брезентовым налад. ОП 480 г/м ; 60,00р. ; 60,00р. ;0%
Средства для очистки рук {2};;;
" Паста для очистки рук ""ЧИСТАЯ ЗВЕЗДА"", туба 200мл "; 120,00р. ; 120,00р. ;0%
Очки {2};;;
 Очки Монако 15030 ; 600,00р. ; 600,00р. ;0%
 очки защитные облегченные затемненные ; 180,00р. ; 180,00р. ;0%
 Очки защитные открытого типа затемненные, Ремоколор ; 180,00р. ; 180,00р. ;0%
 Очки защитные открытого типа затемненные ; 180,00р. ; 180,00р. ;0%
 Очки защитные ТУНДРА с затемненным и обычным минер.стклами ; 350,00р. ; 350,00р. ;0%
 Очки открытые Классик, желтые ; 150,00р. ; 150,00р. ;0%
" Очки защитные ""Исток"" ПРО ПАНОРАМА закрытого типа с непрямой вентиляцией "; 350,00р. ; 350,00р. ;0%
 Очки газосварщика 3Н-56-Г (круглые, винтовые) ; 550,00р. ; 550,00р. ;0%
Маски {2};;;
Маска сварщика (хамелеон) PRO B10 СВАРОГ; 2 900,00р. ; 2 900,00р. ;0%
 Маска сварщика (хамелеон) PRO B20 СВАРОГ ; 3 350,00р. ; 3 350,00р. ;0%
 Маска сварщика (хамелеон) PRO B50 СВАРОГ ; 5 800,00р. ; 5 800,00р. ;0%
" Маска сварщика  ""ИСТОК"" Евро, храповый механизм "; 250,00р. ; 250,00р. ;0%
 Маска сварщика LOM ЕПК-АС, 110х90 мм, DIN 10, возможность установки светофильтра ; 300,00р. ; 300,00р. ;0%
 Маска сварщика АСФ 777 (хамелеон) ; 1 100,00р. ; 1 100,00р. ;0%
 Маска сварщика Муромец (хамелеон) ; 950,00р. ; 950,00р. ;0%
 Наголовник на маску Хамелеон  ; 300,00р. ; 300,00р. ;0%
 Маска сварщика с АСФ 505 (хамелеон) ; 1 700,00р. ; 1 700,00р. ;0%
 Маска сварщика с АСФ 605 (хамелеон) ; 3 300,00р. ; 3 300,00р. ;0%
 Маска сварщика с АСФ 615 (хамелеон) ; 4 300,00р. ; 4 300,00р. ;0%
 Маска сварщика с АСФ Мега-4 (хамелеон) ; 2 900,00р. ; 2 900,00р. ;0%
 Щиток защитный лицевой RZ10, РОСОМЗ ; 400,00р. ; 400,00р. ;0%
 Щиток защитный лицевой НН-10, РОСОМЗ ; 500,00р. ; 500,00р. ;0%
Пластины защитные {2};;;
 Пластина защитная поликарбонат 102*52*1мм ; 15,00р. ; 15,00р. ;0%
 Пластина защитная поликарбонат 110*90*1мм ; 30,00р. ; 30,00р. ;0%
 Пластина защитная поликарбонат 115*105*1мм ; 40,00р. ; 40,00р. ;0%
 Пластина защитная поликарбонат 121*69*1мм ; 20,00р. ; 20,00р. ;0%
 Пластина защитная поликарбонат 133*114*1мм ; 45,00р. ; 45,00р. ;0%
 Пластина защитная поликарбонат 180*120*1мм ; 50,00р. ; 50,00р. ;0%
Светофильтры {2};;;
 Светофильтр ТС-3 102х52 DIN 8 ; 30,00р. ; 30,00р. ;0%
 Светофильтр ТС-3 102х52 DIN 9 ; 30,00р. ; 30,00р. ;0%
 Светофильтр ТС-3 102х52 DIN 11 ; 30,00р. ; 30,00р. ;0%
 Светофильтр ТС-3 102х52 DIN 12 ; 30,00р. ; 30,00р. ;0%
 Светофильтр ТС-3 102х52 прозр. ; 11,00р. ; 11,00р. ;0%
 Светофильтр ТС-3 110х90 DIN 8 ; 60,00р. ; 60,00р. ;0%
 Светофильтр ТС-3 110х90 DIN 9 ; 60,00р. ; 60,00р. ;0%
 Светофильтр ТС-3 121х69 DIN 11 ; 60,00р. ; 60,00р. ;0%
 Светофильтр ТС-3 121х69 DIN 8 ; 40,00р. ; 40,00р. ;0%
 Светофильтр ТС-3 121х69 DIN 9 ; 40,00р. ; 40,00р. ;0%
 Светофильтр ТС-3 121х69 DIN 11 ; 40,00р. ; 40,00р. ;0%
 Светофильтр ТС-3 121х69 DIN 12 ; 40,00р. ; 40,00р. ;0%
Шланги {2};;;
 Рукав газовый  ПРОПАНОВЫЙ 111-9 - 0,63 (50м) СЗРТ ; 70,00р. ; 70,00р. ;0%
 Рукав газовый кислородный 111-9 - 2,0 (50м) КВАРТ ; 70,00р. ; 70,00р. ;0%
 Рукав газовый кислородный 111-9 - 2,0 (бухта 50м) НОВЭМ ; 80,00р. ; 80,00р. ;0%
 Рукав газовый кислородный 111-9 - 2,0 (бухта 50м) СЗРТ ; 84,00р. ; 84,00р. ;0%
 Рукав газовый кислородный 6,3 мм (черн.) бухта 40-50 м ; 70,00р. ; 70,00р. ;0%
 Рукав газовый кислородный 9,0 мм (ЧЕРНЫЙ) бухта 40-50 м ; 35,00р. ; 35,00р. ;0%
 Рукав кислородный 9,0 мм (черн.) бухта 10м ; 65,00р. ; 65,00р. ;0%
 Рукав морозостойкий кислородный черный 9.0мм 50м бухта ; 105,00р. ; 105,00р. ;0%
Кабеля сварочные {2};;;
 Кабель КГ 1х16 ; 250,00р. ; 250,00р. ;0%
 Кабель КГ 1х25 ; 340,00р. ; 340,00р. ;0%
Припой {2};;;
 Припой ТУНДРА, ПОС 40, на катушке, 1 мм, 25 г 1023751 ; 170,00р. ; 170,00р. ;0%
 Припой Castolin 192FBK д.2,0мм, упак.5 прутков. 192FBK2005 ; 1 100,00р. ; 1 100,00р. ;0%
 Припой Castolin S5 2*2*500мм ; 325,00р. ; 325,00р. ;0%
 Припой Castolin RB 5247 д.2,0мм упак.15 прут. ; 1 250,00р. ; 1 250,00р. ;0%
 Припой с канифолью ЗУБР 50г ; 650,00р. ; 650,00р. ;0%
Клеммы заземления {2};;;
" Клемма заземления КЗ 300А ""Дока"" "; 350,00р. ; 350,00р. ;0%
" Клемма заземления КЗ-25 ""КОРД"" (латунь) "; 630,00р. ; 630,00р. ;0%
 Клемма заземления КЗ-31 Сатурн ; 470,00р. ; 470,00р. ;0%
 Клемма заземления КЗ-50 Сатурн ; 630,00р. ; 630,00р. ;0%
" Клемма заземления КЗ-31 ""Корд"" "; 720,00р. ; 720,00р. ;0%
 Клемма заземления магнитная 400А KY-1201 ; 1 150,00р. ; 1 150,00р. ;0%
 Клемма заземления КЗ-500А Дока ; 435,00р. ; 435,00р. ;0%
Электрододержатели {2};;;
 Электрододержатель ESAB Confort 200 ; 1 500,00р. ; 1 500,00р. ;0%
 Электрододержатель ESAB Confort 400 ; 2 700,00р. ; 2 700,00р. ;0%
 Электрододержатель German 300A ; 550,00р. ; 550,00р. ;0%
 Электрододержатель German 500A ; 730,00р. ; 730,00р. ;0%
 Электрододержатель LX028 А300 ; 550,00р. ; 550,00р. ;0%
 Электрододержатель ESAB HANDY 300 ; 2 400,00р. ; 2 400,00р. ;0%
 Электрододержатель ЭД 300А тип HANDY ; 710,00р. ; 710,00р. ;0%
 Электрододержатель ЭД-40 (Сатурн) ; 850,00р. ; 850,00р. ;0%
Спреи {2};;;
 Спрей антипригарный 400мл ASWELD ; 290,00р. ; 290,00р. ;0%
 Спрей защитный антипригарный без силикона 520мл ; 320,00р. ; 320,00р. ;0%
 Паста антипригарная для защиты сварочных горелок  «Spatter Safe», 300 гр. (СВАРОГ) ; 660,00р. ; 660,00р. ;0%
 Паста антипригарная для защиты сварочных горелок 344 гр. HIMKOD ; 400,00р. ; 400,00р. ;0%
 Антипригарная жидкость (канистра 10л) ASWELD ; 1 800,00р. ; 1 800,00р. ;0%
Рулетки {2};;;
 Рулетка 10м*25мм с автостопом STAYER ; 570,00р. ; 570,00р. ;0%
 Рулетка 5м*19мм с автостопом STAYER ; 290,00р. ; 290,00р. ;0%
 Рулетка 3м*16мм с автостопом STAYER ; 190,00р. ; 190,00р. ;0%
 Рулетка 8м*25мм с автостопом STAYER ; 460,00р. ; 460,00р. ;0%
 Рулетка 3м*18мм MIRAX ; 120,00р. ; 120,00р. ;0%
 Рулетка 5м*18мм MIRAX ; 150,00р. ; 150,00р. ;0%
 Рулетка 8м*25мм с автостопом ЗУБР ; 420,00р. ; 420,00р. ;0%
 Рулетка с автостопом 10м/25м ВИХРЬ ; 600,00р. ; 600,00р. ;0%
Сверла {2};;;
 Сверло по металлу Кратон оксидированное ? 2,0 х 49 мм ; 17,00р. ; 17,00р. ;0%
 Сверло по металлу Кратон оксидированное ? 2,6 х 57 мм ; 15,00р. ; 15,00р. ;0%
 Сверло по металлу Кратон оксидированное ? 2,8 х 61 мм ; 22,00р. ; 22,00р. ;0%
 Сверло д.4,8 ; 90,00р. ; 90,00р. ;0%
" Сверло по керамограниту и керамической плитке (6 мм; 2 грани) "; 190,00р. ; 190,00р. ;0%
 Сверло по стеклу и кафелю 10мм ; 250,00р. ; 250,00р. ;0%
Сварочные аппараты {2};;;
 Инвертор сварочный Кратон NEXT 180М ; 7 500,00р. ; 7 500,00р. ;0%
 Инвертор сварочный Кратон NEXT 200М ; 8 120,00р. ; 8 120,00р. ;0%
 Сварочный аппарат REAL ARC 200 Сварог ; 12 300,00р. ; 12 300,00р. ;0%
" Сварочный аппарат ARC 200 ""REAL SMART"" Сварог "; 14 600,00р. ; 14 600,00р. ;0%
 Инвертор сварочный MIG 200 REAL Сварог ; 26 400,00р. ; 26 400,00р. ;0%
 Сварочный аппарат REAL MIG 200 Сварог ; 41 800,00р. ; 41 800,00р. ;0%
 Сварочный аппарат REAL TIG 200 P Сварог ; 58 000,00р. ; 58 000,00р. ;0%
" Сварочный аппарат MIG 200 ""REAL SMART"" Сварог "; 52 500,00р. ; 52 500,00р. ;0%
" Сварочный аппарат ARC 220 ""REAL SMART"" Сварог "; 17 700,00р. ; 17 700,00р. ;0%
 Сварочный аппарат REAL ARC 220 Сварог ; 16 100,00р. ; 16 100,00р. ;0%
Клапана обратные {2};;;
 Клапан обратный КО-3-Г31 ; 455,00р. ; 455,00р. ;0%
 Клапан обратный КО-3-К31 ; 455,00р. ; 455,00р. ;0%
  Клапан огнепреградительный КОГ (Редуктор) ; 900,00р. ; 900,00р. ;0%
 Клапан огнепреградительный КОК (Редуктор) ; 900,00р. ; 900,00р. ;0%
 Клапан огнепреградительный КОГ (Резак) ; 900,00р. ; 900,00р. ;0%
 Клапан огнепреградительный КОК (Резак) ; 900,00р. ; 900,00р. ;0%
 Затвор предохранительный ЗП-3К ; 900,00р. ; 900,00р. ;0%
Колпаки {2};;;
 Колпак пластиковый универсальный ; 170,00р. ; 170,00р. ;0%
 Колпак универсальный металл ; 400,00р. ; 400,00р. ;0%
Кольца транспортировочные {2};;;
 Кольцо транспортировочное для баллона 40л. ; 105,00р. ; 105,00р. ;0%
 Кольцо транспортировочное для пропанового баллона ; 66,00р. ; 66,00р. ;0%
Маркера {2};;;
 Маркер-краска строительная, всепогодная Белый ; 100,00р. ; 100,00р. ;0%
 Маркер-краска строительная, всепогодная Черный ; 100,00р. ; 100,00р. ;0%
 Маркер-краска лаковый 4 мм красная ; 115,00р. ; 115,00р. ;0%
Разное {1};;;
 Вентиль баллоный ВБ-2 ; 750,00р. ; 750,00р. ;0%
 Вентиль кислородный ВК-1 ; 1 200,00р. ; 1 200,00р. ;0%
 Вентиль кислородный ВК-2 ; 750,00р. ; 750,00р. ;0%
 Гайка 19 М16х1,5 правая, латунь (СВАРОГ) ; 140,00р. ; 140,00р. ;0%
 Гайка 19 М16х1,5 левая, латунь (СВАРОГ) ; 140,00р. ; 140,00р. ;0%
 Адаптер центр ; 1 200,00р. ; 1 200,00р. ;0%
 Магнитный фиксатор МФ 401 красный (усилие 15кг) ; 350,00р. ; 350,00р. ;0%
 Магнитный фиксатор СВАРОЧНЫЙ 70 (усилие 33кг) ; 700,00р. ; 700,00р. ;0%
 Мелок сварщика на мыльной основе 125*12*5 мм ; 25,00р. ; 25,00р. ;0%
 Молоток сварщика шлакоотбойный (СВАРОГ) ; 450,00р. ; 450,00р. ;0%
 Огниво для получения искры (СВАРОГ) ; 159,00р. ; 159,00р. ;0%
 Ниппель универсальный ф 6/9, латунь (СВАРОГ) ; 240,00р. ; 240,00р. ;0%
 Вилка кабельная 10-25 ; 200,00р. ; 200,00р. ;0%
 Вилка кабельная 35-50 (13мм) ; 300,00р. ; 300,00р. ;0%
 Панельная розетка 10-25 ; 150,00р. ; 150,00р. ;0%
 Панельная розетка 35-50 ; 250,00р. ; 250,00р. ;0%
 Переходник сп21,8 лдля импортного баллона ; 400,00р. ; 400,00р. ;0%
 Переходник универсальный 6/9 ; 200,00р. ; 200,00р. ;0%
 Паронитовая прокладка 1/2 ; 15,00р. ; 15,00р. ;0%
 Прокладка паронитовая 3/4 ; 20,00р. ; 20,00р. ;0%
 Прокладка фторопластовая 3/4 ; 30,00р. ; 30,00р. ;0%
 Респиратор с клапаном №95 ; 45,00р. ; 45,00р. ;0%
 Клей секундный Монолит мини 3г ; 40,00р. ; 40,00р. ;0%
 Холодная сварка Ремоколор ; 120,00р. ; 120,00р. ;0%
 Хомут 3/4 ; 20,00р. ; 20,00р. ;0%
 Хомут червячный, Китай 20-32 мм/9, W1 ; 25,00р. ; 25,00р. ;0%
 Жидкость стеклоомывателя ; 120,00р. ; 120,00р. ;0%
 Термопенал ТП 10-150 (220) ; 3 360,00р. ; 3 360,00р. ;0%
 Фум лента универсальная (газ-вода) ; 150,00р. ; 150,00р. ;0%
 Штуцер со съемной гайкой М22, левая резьба на ВБ ; 200,00р. ; 200,00р. ;0%
 Штуцер тройник 6/9 ; 320,00р. ; 320,00р. ;0%
 Батарейка CR2450 ; 150,00р. ; 150,00р. ;0%
 Баллон газовый PROFIRE, цанговый, 220гр ; 120,00р. ; 120,00р. ;0%
 Горелка цанговая PF-300A, с пьезоподжигом, PROFIRE ; 350,00р. ; 350,00р. ;0%
 Держатель мелка сварщика (ДОКА) ; 250,00р. ; 250,00р. ;0%
 Устройство для заправки баллонов G3/4-Сп21,8 (530мм) ; 1 200,00р. ; 1 200,00р. ;0%
 Устройство для заправки баллонов G3/4-G3/4 (530мм) ; 1 200,00р. ; 1 200,00р. ;0%
 Жидкость стеклоомывателя (от 1 до 60 шт) ; 150,00р. ; 150,00р. ;0%
 Жидкость стеклоомывателя (от 60 до 50 шт) ; 120,00р. ; 120,00р. ;0%
 Жидкость стеклоомывателя (свыше 500 шт) ; 110,00р. ; 110,00р. ;0%
